,correct_option,llama70b,llama13b,llama7b,gpt35turbo,finetuned_gpt3,random,MoMu_zero,multimodal_correct_option,MoleculeSTM_zero,KV-PLM_zero,kvplm_correct_option,SciBERT_zero,MoMu_finetuned,MoleculeSTM_finetuned,galactica-125m_zero,galactica_correct_option,galactica-1.3b_zero,galactica-6.7b_zero,galactica-125m_finetuned,galactica-1.3b_finetuned,galactica-6.7b_finetuned
3904,5,1,1,1,5,4,5,1,1,1,1,4,0,1,1,4,4,0,0,1,2,0
3905,2,2,3,1,2,2,5,4,4,4,1,1,1,4,4,1,1,0,0,1,2,2
3906,2,5,1,1,5,4,2,3,3,3,1,1,0,3,3,1,1,0,0,4,4,4
3907,5,5,3,1,5,1,5,4,4,4,4,4,1,4,4,2,4,0,0,0,3,0
3908,1,1,1,-1,3,2,5,3,3,3,2,0,0,3,3,1,0,1,1,3,3,3
3909,3,3,3,2,5,2,4,0,0,0,2,2,1,0,0,3,2,0,0,4,2,2
3910,3,3,3,3,2,3,5,3,4,4,1,2,2,3,4,4,2,0,4,1,0,0
3911,2,2,2,4,2,2,3,1,0,1,1,1,0,1,1,2,1,0,1,1,3,1
3912,4,1,3,1,2,4,1,3,1,3,4,3,3,3,1,3,3,0,3,0,2,2
3913,4,4,2,-1,4,2,3,4,4,2,2,3,1,4,4,1,3,0,0,0,2,2
3914,1,4,4,4,4,3,3,3,2,0,1,0,1,0,0,1,0,0,1,3,2,0
3915,2,3,3,1,5,3,2,4,4,4,1,1,2,4,4,0,1,0,2,2,3,2
3916,4,1,3,-1,3,2,2,2,2,2,0,3,0,2,2,4,3,0,4,1,2,2
3917,3,2,3,4,5,1,5,2,2,2,3,2,2,2,2,3,2,3,0,2,4,1
3918,4,2,2,1,2,4,4,2,2,2,2,3,1,0,2,0,3,0,1,3,3,1
3919,1,4,3,-1,2,3,5,4,4,1,0,0,0,4,4,4,0,0,4,1,1,3
3920,2,3,3,3,3,3,1,4,4,4,1,1,1,4,4,3,1,0,0,1,0,2
3921,4,1,2,-1,5,4,5,0,3,3,2,3,2,0,0,2,3,3,3,3,3,3
3922,3,3,3,5,3,2,5,0,2,4,2,2,3,0,4,0,2,0,2,3,3,3
3923,3,1,1,1,2,3,5,1,2,1,2,2,0,1,1,4,2,0,0,2,3,2
3924,1,5,1,1,5,4,5,3,0,0,0,0,3,3,0,1,0,0,0,4,2,2
3925,2,1,2,1,2,1,2,4,4,4,1,1,0,4,4,3,1,3,0,2,0,0
3926,1,1,3,1,3,4,3,3,3,3,0,0,1,3,3,4,0,0,0,2,2,2
3927,3,4,1,-1,5,3,4,3,0,3,1,2,1,4,3,0,2,0,1,2,3,3
3928,3,4,3,1,4,4,4,2,2,2,2,2,4,4,2,0,2,0,0,1,2,4
3929,4,1,1,1,5,4,2,2,2,2,3,3,1,1,2,2,3,3,2,1,3,2
3930,2,1,1,-1,2,2,1,4,3,2,4,1,4,4,4,1,1,0,0,1,2,1
3931,5,1,2,1,5,3,1,4,4,0,3,4,1,4,0,3,4,0,3,1,2,2
3932,4,4,2,1,5,2,4,2,2,2,4,3,3,2,2,1,3,1,0,0,0,0
3933,5,3,2,1,1,4,2,4,4,0,1,4,4,4,0,0,4,0,3,0,0,0
3934,3,3,3,1,1,2,3,3,2,2,3,2,3,3,2,0,2,0,0,4,4,2
3935,3,3,3,1,4,3,2,3,3,4,2,2,4,3,4,2,2,0,0,1,0,3
3936,4,4,3,1,1,3,4,0,3,4,3,3,4,1,2,3,3,0,0,2,2,2
3937,5,1,2,-1,2,2,3,3,0,4,0,4,0,3,4,3,4,3,3,0,0,2
3938,3,4,3,1,2,2,1,0,0,0,3,2,0,0,0,4,2,0,0,1,1,1
3939,5,1,1,-1,5,4,1,4,4,4,2,4,3,4,4,0,4,0,2,3,0,3
3940,1,1,1,1,5,3,5,0,4,4,4,0,4,0,0,1,0,1,0,0,3,2
3941,3,3,3,1,3,1,2,3,3,3,3,2,2,3,3,4,2,4,0,2,3,3
3942,1,4,1,1,1,3,1,3,4,2,2,0,1,3,2,1,0,3,3,1,0,2
3943,1,4,1,-1,1,2,2,4,1,3,0,0,2,4,1,0,0,0,4,4,1,4
3944,2,2,3,-1,3,2,4,4,2,4,1,1,3,4,2,1,1,0,2,2,2,2
3945,3,3,3,1,1,2,3,0,0,0,2,2,1,0,0,2,2,0,2,0,4,0
3946,2,2,1,2,2,3,3,3,2,0,1,1,3,3,1,0,1,0,4,2,2,2
3947,3,2,2,3,3,4,3,0,0,2,0,2,3,4,2,2,2,0,3,3,1,3
3948,3,1,5,5,2,3,4,2,2,2,2,2,0,2,2,2,2,0,0,4,0,0
3949,4,4,3,-1,1,4,2,0,0,0,0,3,4,0,0,0,3,0,1,1,0,2
3950,4,1,1,-1,4,3,4,4,0,4,3,3,0,4,3,1,3,1,0,4,4,4
3951,3,3,1,-1,3,2,4,4,4,4,2,2,4,4,4,1,2,0,3,3,3,3
3952,2,1,2,1,1,3,4,1,1,1,1,1,0,1,1,2,1,2,0,0,0,0
3953,3,3,1,-1,3,4,5,2,2,2,3,2,3,2,2,0,2,3,3,1,2,0
3954,2,5,3,1,4,4,2,2,2,2,0,1,4,0,2,1,1,0,1,0,3,0
3955,2,1,1,1,1,3,3,1,1,1,3,1,3,1,1,1,1,1,1,2,3,3
3956,4,4,3,5,5,3,2,3,3,1,3,3,2,1,1,3,3,0,0,0,4,2
3957,2,4,3,1,1,4,2,1,1,1,4,1,2,1,1,1,1,0,0,0,3,2
3958,5,3,2,4,4,1,5,0,0,2,3,4,2,0,2,4,4,4,0,1,2,2
3959,1,1,1,1,1,2,5,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0
3960,1,3,3,1,1,1,3,1,4,0,2,0,2,1,2,3,0,0,3,0,0,0
3961,5,5,5,1,5,3,5,2,2,0,4,4,2,2,4,1,4,0,0,4,2,2
3962,2,3,3,1,1,1,3,4,4,4,4,1,0,3,4,4,1,0,0,1,1,1
3963,5,4,2,1,4,4,1,1,4,1,4,4,1,4,4,2,4,2,2,1,2,2
3964,4,3,4,4,4,4,2,4,4,4,3,3,1,4,4,0,3,0,3,3,3,3
3965,3,2,3,4,5,4,1,3,1,3,1,2,4,3,3,0,2,0,1,2,2,1
3966,3,4,3,5,3,2,4,2,3,2,2,2,4,2,1,4,2,0,0,1,2,3
3967,2,1,3,-1,1,4,3,3,3,3,3,1,2,3,3,3,1,3,3,1,4,1
3968,1,3,2,1,1,2,1,3,3,3,3,0,3,3,3,4,0,4,4,2,2,2
3969,3,4,3,1,1,1,2,1,3,1,0,2,1,3,1,1,2,0,0,0,3,3
3970,1,4,2,1,1,4,5,4,3,4,0,0,0,4,3,2,0,2,2,0,3,0
3971,4,1,3,1,1,4,5,1,2,4,0,3,3,2,4,4,3,2,2,1,2,1
3972,1,1,3,1,4,2,3,1,1,1,3,0,3,1,1,0,0,0,0,1,2,2
3973,3,1,3,-1,1,1,3,3,1,3,0,2,2,3,3,1,2,2,1,4,3,2
3974,5,1,2,-1,2,4,4,1,1,1,2,4,4,1,1,2,4,2,0,4,0,0
3975,1,1,3,1,1,3,3,4,4,0,0,0,1,4,0,1,0,0,0,0,0,2
3976,1,3,3,1,2,2,5,3,3,3,4,0,2,3,3,3,0,0,3,0,4,2
3977,3,3,2,1,2,1,1,4,4,4,2,2,4,4,4,4,2,0,4,1,2,2
3978,4,3,3,1,5,2,2,0,2,2,2,3,1,0,2,1,3,1,4,1,2,1
3979,5,5,3,1,5,3,4,1,1,1,1,4,4,1,1,3,4,0,1,4,2,2
3980,2,2,3,1,5,2,2,4,4,4,0,1,4,4,4,2,1,2,0,1,1,1
3981,1,1,3,1,1,4,2,2,1,0,0,0,2,1,1,4,0,4,0,0,0,0
3982,1,2,2,2,5,2,2,1,2,2,3,0,2,2,2,3,0,0,3,2,2,2
3983,4,4,1,1,2,1,3,3,3,3,2,3,2,3,3,4,3,4,4,1,1,1
3984,2,3,3,2,1,2,3,1,0,4,3,1,4,4,0,1,1,0,1,0,0,2
3985,5,1,3,-1,4,2,4,4,4,4,2,4,2,4,4,2,4,2,0,1,3,0
3986,4,4,1,1,5,3,2,1,1,1,4,3,0,1,1,3,3,0,3,2,4,2
3987,5,1,1,1,1,1,4,2,2,1,4,4,1,2,1,1,4,1,1,1,1,3
3988,4,3,2,1,1,2,4,4,4,1,2,3,3,4,4,4,3,0,0,0,3,3
3989,3,1,2,1,5,3,4,1,1,2,2,2,0,1,2,1,2,0,0,1,1,2
3990,5,2,3,5,5,1,3,1,1,1,1,4,3,1,1,3,4,0,0,1,1,1
3991,1,2,3,1,3,1,1,1,2,0,0,0,1,0,0,0,0,0,1,1,2,2
3992,1,2,2,-1,2,1,3,1,0,0,3,0,2,2,0,0,0,0,4,4,3,4
3993,3,5,3,1,1,1,4,0,0,4,2,2,4,0,0,1,2,0,0,0,0,0
3994,1,2,3,-1,5,2,4,1,1,1,0,0,4,1,1,0,0,0,1,2,3,1
3995,4,4,2,1,5,3,5,4,1,0,1,3,1,0,0,3,3,3,3,0,1,0
3996,1,3,3,-1,3,4,2,1,4,1,4,0,2,1,1,4,0,0,1,1,2,2
3997,1,4,1,1,5,3,4,2,4,1,2,0,4,2,3,2,0,2,0,4,4,4
3998,4,4,4,1,3,2,2,1,1,1,4,3,2,1,1,1,3,0,0,0,2,0
3999,1,4,2,4,2,4,1,3,1,1,1,0,1,1,1,0,0,0,1,2,2,2
4000,4,1,3,5,1,4,2,3,0,0,4,3,2,0,0,0,3,0,0,0,0,0
4001,4,2,3,1,5,1,4,2,2,2,2,3,2,2,2,1,3,0,1,4,4,2
4002,3,5,2,5,5,2,4,0,0,0,0,2,3,0,0,0,2,2,0,1,1,1
4003,4,3,3,3,1,3,4,0,0,0,3,3,2,0,0,4,3,4,0,0,0,2
4004,2,3,3,-1,2,1,4,1,1,1,1,1,2,1,1,1,1,1,0,2,2,2
4005,2,2,2,1,3,3,4,3,3,1,1,1,1,3,1,3,1,0,1,1,1,2
4006,1,3,3,1,5,4,5,2,2,2,3,0,3,2,2,2,0,0,0,3,3,1
4007,1,5,2,1,5,2,3,2,2,2,0,0,4,2,2,3,0,0,0,2,2,2
4008,3,4,1,1,2,3,1,2,0,0,1,2,2,4,2,4,2,4,4,1,1,1
4009,3,1,1,1,3,1,3,1,3,1,3,2,4,4,0,1,2,0,0,2,2,2
4010,3,1,1,1,3,1,1,4,4,4,0,2,3,4,4,4,2,4,0,2,2,2
4011,5,5,3,1,1,1,1,3,4,1,4,4,0,4,3,0,4,1,1,0,4,0
4012,3,3,1,1,3,4,1,2,0,3,2,2,3,3,3,1,2,1,1,2,2,2
4013,3,4,2,1,4,2,2,1,1,1,2,2,0,1,1,0,2,0,2,3,4,4
4014,2,4,1,-1,5,4,5,3,3,2,1,1,1,3,2,0,1,3,3,1,3,2
4015,3,3,1,1,1,4,3,3,3,3,2,2,0,3,3,0,2,0,0,3,3,3
4016,4,4,3,-1,4,1,1,1,1,2,3,3,0,1,1,0,3,2,0,0,3,1
4017,2,4,2,-1,5,1,1,2,1,2,1,1,1,2,2,0,1,0,0,1,3,2
4018,4,2,2,-1,4,1,1,3,1,3,4,3,3,0,0,2,3,0,1,1,1,1
4019,4,2,3,1,2,1,2,0,1,0,3,3,2,3,0,3,3,3,3,2,2,2
4020,5,2,2,1,5,4,3,0,0,0,4,4,1,0,0,3,4,0,1,1,0,2
4021,2,4,2,4,1,4,2,0,2,0,3,1,2,0,0,2,1,0,0,3,3,0
4022,2,2,2,1,2,4,3,0,0,0,1,1,3,0,3,0,1,0,1,1,3,3
4023,3,1,1,1,1,4,3,2,3,1,2,2,4,2,3,2,2,1,2,1,2,1
4024,1,2,2,1,2,4,5,4,0,3,0,0,1,4,3,4,0,0,0,1,3,0
4025,5,1,1,1,4,4,2,1,1,1,4,4,0,1,1,0,4,0,0,2,4,4
4026,5,1,2,1,2,2,3,0,0,0,1,4,1,0,0,2,4,0,0,0,3,1
4027,1,5,2,1,5,3,1,1,1,1,0,0,4,1,1,2,0,0,0,2,2,2
4028,2,3,3,-1,5,4,4,0,3,0,1,1,1,2,2,4,1,0,4,1,3,2
4029,1,4,2,1,4,2,2,1,1,1,3,0,3,2,1,4,0,0,4,1,2,2
4030,3,4,2,5,2,3,2,1,4,1,2,2,2,4,4,1,2,0,0,0,2,3
4031,2,2,2,1,2,2,4,1,1,1,1,1,3,1,2,0,1,0,1,3,3,1
4032,4,3,3,-1,4,4,3,1,1,1,3,3,0,1,1,1,3,0,1,3,3,3
4033,2,5,1,1,2,2,2,0,4,4,1,1,3,0,4,2,1,2,0,0,3,0
4034,3,3,3,-1,1,4,1,1,1,1,0,2,1,1,1,3,2,3,0,2,2,2
4035,1,2,2,-1,2,1,3,4,3,0,3,0,1,4,4,0,0,0,4,3,0,0
4036,3,1,3,-1,3,4,2,4,4,4,2,2,3,4,4,1,2,1,1,1,3,2
4037,1,3,2,1,1,2,4,4,4,4,3,0,4,4,4,4,0,0,4,1,2,3
4038,1,1,3,-1,1,3,2,2,2,3,0,0,2,2,2,1,0,2,2,2,4,2
4039,2,2,3,-1,2,1,4,1,0,1,1,1,3,1,3,4,1,0,4,2,4,4
4040,1,1,1,1,1,1,5,1,0,0,0,0,2,1,1,3,0,1,3,1,2,1
4041,2,3,3,-1,2,3,5,0,0,0,4,1,2,0,0,4,1,4,0,1,3,2
4042,1,1,3,1,1,1,5,1,1,1,0,0,4,1,0,3,0,0,3,2,0,2
4043,5,5,3,-1,1,2,5,0,4,4,1,4,3,0,4,1,4,0,0,4,2,2
4044,2,4,3,4,4,4,1,3,1,3,1,1,4,3,3,4,1,4,0,1,2,2
4045,2,1,1,3,4,1,1,4,2,4,1,1,0,4,4,4,1,4,0,0,3,3
4046,3,5,2,1,3,1,2,2,1,1,2,2,0,1,1,2,2,0,0,3,3,0
4047,5,2,1,2,2,4,1,0,1,0,4,4,0,0,1,2,4,0,3,3,3,3
4048,1,2,3,1,2,3,5,4,3,3,0,0,4,3,3,3,0,0,4,4,4,2
4049,1,4,2,1,1,1,1,1,1,2,0,0,2,1,0,4,0,0,4,1,1,1
4050,4,5,1,5,1,4,2,1,1,1,2,3,1,1,1,0,3,3,0,1,3,2
4051,1,3,3,1,1,1,1,1,1,1,0,0,3,3,1,1,0,0,1,3,3,2
4052,1,4,3,1,5,1,1,3,3,3,4,0,0,3,3,2,0,2,1,4,3,4
4053,4,4,2,-1,4,1,2,4,4,3,3,3,0,4,3,1,3,0,3,2,3,3
4054,5,2,2,-1,5,1,3,3,3,3,4,4,3,3,3,0,4,0,1,1,4,1
4055,1,4,3,1,3,6,2,3,0,0,0,0,0,3,3,4,0,0,0,0,0,0
4056,3,1,3,-1,1,4,4,2,1,1,3,2,2,2,3,3,2,3,0,0,2,2
4057,3,1,3,-1,2,4,1,2,2,4,3,2,4,2,0,2,2,2,2,1,4,1
4058,3,4,6,-1,3,1,4,3,3,3,2,2,3,0,3,0,2,0,3,3,3,4
4059,2,5,1,1,1,4,4,2,2,2,3,1,2,2,2,1,1,1,1,1,2,2
4060,4,1,1,1,1,1,4,2,2,2,1,3,3,2,2,4,3,4,4,1,3,1
4061,2,1,3,-1,1,2,5,0,0,0,0,1,1,0,0,3,1,3,0,2,2,2
4062,4,1,1,1,5,3,4,0,0,0,3,3,4,0,0,2,3,0,0,1,3,0
4063,4,1,3,-1,3,2,1,4,0,4,1,3,1,1,4,1,3,0,1,1,3,2
4064,3,1,1,-1,5,4,3,0,2,2,0,2,1,2,2,3,2,0,3,4,2,2
4065,4,1,3,1,2,4,4,0,0,0,1,3,2,0,0,0,3,0,3,4,3,2
4066,2,2,2,2,2,2,2,4,4,4,1,1,2,0,4,0,1,0,1,1,2,2
4067,5,2,3,5,3,1,2,1,1,3,2,4,3,3,4,0,4,0,2,2,3,3
4068,4,2,1,4,5,4,5,4,3,0,4,3,0,4,0,4,3,0,4,1,3,2
4069,1,1,3,1,1,1,3,0,1,1,0,0,2,1,1,4,0,4,4,2,2,2
4070,1,4,1,1,4,4,1,1,0,3,0,0,2,1,0,4,0,0,4,1,2,2
4071,3,3,3,-1,3,1,4,1,1,3,2,2,2,2,2,1,2,0,2,0,0,0
4072,5,1,1,1,2,3,2,1,1,1,3,4,3,1,1,4,4,1,1,1,2,1
4073,3,5,2,1,5,4,2,3,3,3,1,2,3,3,3,2,2,0,0,0,3,0
4074,5,4,1,1,4,3,1,3,1,0,4,4,4,1,1,4,4,0,0,2,3,3
4075,4,4,3,-1,4,3,5,3,3,3,3,3,3,3,3,3,3,0,1,2,2,2
4076,2,5,3,1,3,2,2,3,3,3,0,1,2,3,3,3,1,0,2,2,2,2
4077,1,5,3,1,5,3,3,1,1,1,0,0,2,1,1,2,0,0,1,4,3,4
4078,4,2,2,1,3,3,2,2,3,3,3,3,4,3,3,3,3,3,1,2,2,2
4079,1,2,1,-1,2,4,5,3,0,0,0,0,1,0,0,3,0,0,0,3,2,2
4080,1,3,3,1,5,1,5,2,2,3,0,0,3,1,2,0,0,0,0,1,3,4
4081,5,5,3,-1,5,4,3,4,4,4,4,4,0,4,4,3,4,0,3,2,2,2
4082,5,3,3,1,3,3,1,3,4,4,4,4,2,1,2,0,4,0,0,3,0,0
4083,2,2,2,1,2,3,2,0,0,0,1,1,4,0,0,3,1,0,3,4,4,4
4084,4,4,3,-1,4,4,3,0,0,0,3,3,1,0,0,0,3,0,0,1,0,0
4085,2,1,1,1,4,4,1,3,3,4,1,1,1,4,0,2,1,2,2,1,1,1
4086,2,4,2,1,2,2,4,4,4,4,1,1,1,4,1,1,1,0,1,1,2,3
4087,4,5,1,1,5,4,5,3,3,3,3,3,3,3,3,2,3,0,0,1,0,1
4088,1,1,3,3,1,1,5,4,0,0,0,0,4,0,0,3,0,0,3,2,1,1
4089,3,1,2,1,1,3,3,4,4,4,2,2,3,4,4,3,2,0,3,2,1,2
4090,3,2,2,-1,5,4,5,4,4,4,2,2,4,4,4,0,2,0,1,1,3,3
4091,2,1,3,-1,5,3,5,2,4,4,1,1,3,2,4,4,1,0,4,1,2,2
4092,2,5,1,1,2,2,4,4,4,1,1,1,2,4,1,3,1,0,0,1,1,2
4093,3,3,3,1,3,2,1,0,0,4,2,2,1,2,4,2,2,0,2,1,3,1
4094,5,3,2,4,2,4,3,1,1,1,4,4,1,1,1,0,4,0,1,1,3,2
4095,4,2,3,1,3,3,5,4,4,4,3,3,0,4,4,3,3,0,1,2,2,2
4096,1,1,3,-1,2,3,5,3,3,3,0,0,3,3,3,0,0,0,3,3,2,3
4097,1,1,1,1,1,4,5,4,2,2,0,0,3,4,2,0,0,0,0,1,2,3
4098,5,4,1,-1,1,3,3,1,3,3,0,4,0,3,3,0,4,0,2,1,3,1
4099,4,1,1,-1,5,2,2,4,4,2,2,3,4,4,4,4,3,4,4,4,2,2
4100,4,4,1,-1,2,1,3,4,4,4,4,3,2,1,4,0,3,0,0,1,3,2
4101,4,1,3,-1,4,4,2,0,4,3,4,3,4,4,4,4,3,4,4,2,2,2
4102,5,3,3,1,2,4,3,0,0,0,2,4,0,0,0,0,4,3,0,1,3,2
4103,1,3,3,1,5,1,5,4,4,3,0,0,2,4,3,3,0,3,0,1,2,2
4104,3,5,3,1,5,3,1,0,1,4,2,2,1,0,0,0,2,0,0,1,2,2
4105,1,1,3,1,5,3,4,0,0,4,0,0,4,0,4,0,0,0,0,2,2,3
4106,2,1,2,1,2,2,1,1,3,3,1,1,2,2,3,3,1,0,3,2,1,2
4107,2,1,1,1,5,4,1,1,1,1,1,1,1,1,1,3,1,3,3,1,4,2
4108,1,3,3,5,4,1,4,4,4,4,1,0,4,4,4,1,0,0,2,2,2,4
4109,1,3,3,1,1,1,3,2,0,0,0,0,2,0,0,1,0,0,1,2,2,2
4110,2,4,5,4,5,2,3,0,0,0,3,1,1,0,0,0,1,0,1,4,3,1
4111,4,2,3,1,3,4,3,2,0,2,0,3,4,1,2,2,3,0,0,0,0,0
4112,3,2,3,-1,3,3,5,3,2,3,0,2,3,3,3,4,2,0,4,2,3,2
4113,4,1,1,-1,5,3,5,0,0,3,4,3,2,0,0,2,3,0,0,1,0,0
4114,1,2,3,4,2,1,5,2,1,2,2,0,2,0,0,4,0,0,1,2,2,2
4115,5,4,1,-1,4,3,2,3,1,3,4,4,2,3,3,0,4,0,0,1,0,0
4116,1,1,2,1,5,4,5,1,1,1,2,0,3,3,3,1,0,1,0,0,0,2
4117,2,5,1,1,2,4,2,4,4,4,2,1,3,4,4,2,1,0,2,3,3,3
4118,3,1,1,-1,1,3,4,3,3,3,4,2,2,3,3,2,2,4,2,1,2,1
4119,5,3,5,5,5,1,4,3,2,2,4,4,0,3,2,1,4,1,2,2,2,4
4120,3,1,1,1,1,1,1,0,4,0,2,2,3,0,0,1,2,2,2,4,2,2
4121,2,1,1,-1,2,4,3,3,0,0,1,1,1,0,0,2,1,2,0,1,2,2
4122,4,3,3,3,5,3,3,2,3,1,3,3,0,3,1,0,3,4,0,1,2,3
4123,4,5,3,1,5,4,4,2,0,0,3,3,4,2,0,1,3,0,1,1,3,3
4124,3,4,3,1,4,4,4,4,0,1,3,2,2,2,1,0,2,0,0,1,3,2
4125,2,2,1,1,1,2,3,1,1,1,1,1,1,1,1,4,1,0,4,1,3,3
4126,4,4,3,4,4,4,2,1,0,0,0,3,0,1,0,1,3,0,0,2,2,2
4127,1,2,1,1,2,3,5,1,3,1,0,0,2,1,3,4,0,0,4,1,0,2
4128,2,5,3,-1,2,4,1,2,1,2,1,1,3,1,2,4,1,0,0,2,2,2
4129,3,3,3,3,3,3,2,3,3,3,2,2,0,3,3,3,2,0,0,1,2,2
4130,4,5,3,1,5,4,2,1,0,0,0,3,1,1,1,2,3,2,2,4,3,4
4131,3,3,3,1,3,3,3,1,4,4,2,2,4,1,4,1,2,1,1,1,4,1
4132,2,2,2,2,2,3,3,1,1,1,1,1,2,1,1,3,1,3,0,0,0,1
4133,4,4,1,-1,4,1,5,2,2,2,3,3,4,2,2,0,3,0,1,0,2,4
4134,2,2,1,3,2,3,3,4,3,4,1,1,3,4,4,3,1,0,0,2,0,2
4135,2,2,1,-1,2,4,1,4,4,4,1,1,0,4,4,0,1,0,0,4,2,4
4136,1,1,1,1,5,2,3,2,1,1,0,0,4,1,1,1,0,4,4,4,2,1
4137,1,1,1,1,1,3,1,4,4,4,0,0,1,4,4,1,0,0,4,2,2,2
4138,4,4,1,4,5,1,4,2,3,3,0,3,1,4,3,2,3,0,0,0,2,3
4139,4,2,2,2,5,2,4,3,3,3,3,3,3,3,3,0,3,0,1,1,1,1
4140,4,4,1,1,3,4,1,4,4,4,3,3,2,4,4,1,3,0,0,0,2,3
4141,4,2,2,4,2,4,2,0,3,0,3,3,2,0,0,0,3,0,0,3,3,3
4142,4,4,1,1,3,4,4,1,1,1,0,3,2,1,1,0,3,0,1,2,2,3
4143,5,2,2,-1,3,3,1,4,4,4,2,4,0,4,4,0,4,0,0,1,2,4
4144,1,1,1,-1,5,4,1,3,3,3,2,0,4,3,3,2,0,3,3,3,3,2
4145,4,2,3,-1,3,2,5,3,3,3,3,3,0,3,3,3,3,0,0,1,2,2
4146,5,3,3,1,3,2,1,1,0,1,4,4,0,1,1,4,4,0,0,2,3,2
4147,1,2,2,-1,2,4,4,0,0,0,3,0,3,0,0,0,0,0,1,2,3,2
4148,4,2,2,2,5,4,2,3,3,3,3,3,4,3,2,3,3,0,4,2,4,2
4149,4,4,2,1,4,2,1,2,2,2,3,3,0,3,1,3,3,0,1,1,1,0
4150,4,1,3,1,3,3,1,0,3,3,4,3,0,3,3,3,3,0,2,2,2,2
4151,4,1,4,-1,1,1,3,4,4,1,1,3,3,4,1,1,3,3,3,3,3,3
4152,5,4,3,1,5,2,5,2,2,2,4,4,0,2,2,0,4,0,0,2,3,2
4153,3,2,2,1,5,4,2,1,1,2,2,2,0,3,2,0,2,0,3,2,2,2
4154,5,4,3,1,1,4,3,1,1,3,3,4,4,1,1,1,4,1,0,0,2,2
4155,5,3,3,3,3,1,1,4,4,4,3,4,0,4,4,3,4,0,0,2,2,2
4156,2,3,3,1,5,1,1,0,0,0,1,1,1,0,0,0,1,0,1,4,3,4
4157,4,1,1,-1,2,2,5,2,2,3,3,3,4,2,3,2,3,0,2,3,3,3
4158,2,1,1,1,5,3,5,1,4,1,1,1,2,1,3,4,1,0,1,1,3,3
4159,2,4,3,1,5,2,5,1,1,1,1,1,2,1,1,0,1,0,2,1,2,2
4160,1,4,2,1,1,1,5,4,2,4,0,0,4,4,4,4,0,0,4,1,2,3
4161,2,5,1,-1,3,1,4,0,0,0,1,1,3,0,0,1,1,0,1,1,2,2
4162,3,4,1,4,5,1,3,1,3,1,2,2,2,1,0,1,2,0,1,0,0,0
4163,4,4,2,1,4,1,5,1,1,1,3,3,3,1,1,2,3,0,0,0,4,0
4164,3,3,3,-1,3,1,5,3,3,4,2,2,3,1,4,2,2,0,0,0,0,0
4165,2,2,3,1,2,2,2,0,1,1,1,1,1,0,3,4,1,0,0,1,0,0
4166,3,5,2,1,1,4,2,4,2,2,4,2,4,4,2,0,2,0,1,2,3,2
4167,5,3,3,1,3,1,3,1,4,2,4,4,0,1,1,0,4,0,3,3,1,3
4168,4,2,2,1,3,4,4,4,1,0,2,3,3,1,1,3,3,0,0,1,1,2
4169,3,1,3,1,5,3,4,1,4,3,0,2,2,1,3,2,2,4,2,4,3,4
4170,4,4,4,-1,1,2,3,0,0,0,4,3,2,0,0,1,3,1,0,2,0,2
4171,5,2,3,-1,4,1,5,1,4,0,4,4,1,1,1,3,4,0,1,1,0,2
4172,2,2,2,-1,4,4,2,3,2,1,4,1,4,0,1,0,1,0,1,2,2,2
4173,1,1,2,-1,5,1,5,2,2,0,2,0,2,2,0,4,0,4,0,1,2,2
4174,1,4,2,-1,4,4,4,1,3,3,1,0,0,3,3,2,0,0,2,1,1,1
4175,4,4,3,1,5,2,5,0,1,0,2,3,2,0,0,3,3,3,3,0,2,2
4176,3,5,3,4,5,3,4,3,4,3,1,2,3,4,1,0,2,0,0,3,3,3
4177,2,4,3,1,1,4,1,4,4,4,0,1,1,4,4,3,1,0,0,0,2,2
4178,5,4,3,-1,1,4,1,2,4,4,0,4,4,2,4,0,4,0,0,3,2,2
4179,4,1,1,-1,5,2,4,1,3,3,0,3,3,3,3,0,3,0,0,4,2,2
4180,1,2,2,4,1,1,5,3,0,0,1,0,0,3,1,4,0,0,0,1,0,2
4181,3,5,3,-1,4,2,4,2,3,2,3,2,2,2,2,0,2,2,1,2,2,2
4182,5,1,1,1,5,3,1,1,1,1,2,4,3,1,1,2,4,2,0,1,2,2
4183,2,1,1,1,5,4,3,2,2,2,0,1,1,2,2,3,1,0,0,4,4,1
4184,1,1,4,1,1,4,5,3,3,3,0,0,4,3,3,1,0,1,1,2,2,2
4185,1,1,2,1,1,4,1,4,4,2,0,0,2,2,2,4,0,4,4,2,1,3
4186,1,1,1,1,1,3,2,3,3,3,4,0,1,3,3,1,0,2,1,2,2,2
4187,4,4,2,4,1,3,2,2,2,2,3,3,2,2,2,0,3,0,1,1,2,2
4188,1,1,3,-1,1,2,2,0,1,0,2,0,4,1,0,1,0,4,4,4,2,2
4189,3,3,1,1,3,3,3,2,4,4,0,2,2,4,4,1,2,0,0,0,3,0
4190,4,4,3,3,3,1,4,0,0,0,3,3,0,0,0,0,3,0,2,1,2,2
4191,4,1,2,1,1,4,1,0,0,0,3,3,3,0,0,4,3,0,0,2,2,2
4192,2,3,3,-1,3,1,4,4,4,4,1,1,4,4,4,3,1,3,0,0,3,0
4193,4,4,3,4,4,4,4,4,0,4,3,3,3,4,1,4,3,0,2,2,2,3
4194,4,3,3,1,3,2,5,1,3,0,4,3,4,3,0,0,3,0,0,1,0,0
