,correct_option,validated_option,llama70b,llama13b,llama7b,gpt35turbo,finetuned_gpt3,random,MoMu_zero,multimodal_correct_option,MoleculeSTM_zero,KV-PLM_zero,kvplm_correct_option,SciBERT_zero,MoMu_finetuned,MoleculeSTM_finetuned,galactica-125m_zero,galactica_correct_option,galactica-1.3b_zero,galactica-6.7b_zero,galactica-125m_finetuned,galactica-1.3b_finetuned,galactica-6.7b_finetuned
3675,1,1,4,5,5,1,1,3,4,0,0,2,0,0,4,2,1,0,0,0,1,0,0
3676,3,3,2,4,5,2,5,5,2,2,2,0,2,4,2,2,0,2,0,0,1,2,2
3677,4,4,4,3,5,4,2,1,0,3,2,0,3,2,0,2,0,3,0,0,1,1,1
3678,3,3,3,3,5,3,2,1,2,2,2,3,2,1,2,2,0,2,0,0,1,1,1
3679,1,1,4,1,4,1,3,2,1,0,2,3,0,0,2,3,0,0,0,0,1,0,0
3680,4,4,4,5,4,4,4,1,3,3,3,1,3,3,3,3,0,3,0,0,1,3,3
3681,2,2,1,2,5,2,3,2,1,1,1,0,1,3,1,1,0,1,0,0,1,2,1
3682,3,3,3,3,5,3,3,4,3,2,1,3,2,4,0,3,0,2,0,0,1,2,2
3683,1,1,4,2,5,1,1,4,0,0,0,2,0,3,0,4,0,0,0,0,1,0,0
3684,3,3,3,3,5,3,3,1,2,2,3,2,2,3,4,0,1,2,0,0,1,2,0
3685,1,1,1,5,4,4,1,1,3,0,4,0,0,0,4,4,2,0,0,0,1,0,0
3686,4,4,4,4,5,5,1,3,3,3,3,2,3,1,3,3,0,3,0,0,1,3,0
3687,3,3,3,3,5,3,3,1,0,2,1,3,2,3,0,1,0,2,0,2,1,2,2
3688,3,3,3,3,5,3,3,1,3,2,0,3,2,1,2,2,0,2,2,2,0,2,2
3689,4,4,3,1,30,4,4,1,3,3,3,0,3,2,3,3,1,3,0,0,1,3,3
3690,3,3,4,3,5,3,4,1,2,2,4,4,2,1,1,4,0,2,0,0,0,0,0
3691,4,4,3,3,4,4,1,3,0,3,2,2,3,2,0,2,0,3,0,0,1,0,0
3692,3,3,4,3,5,3,1,3,3,2,2,2,2,1,3,2,0,2,0,0,0,0,0
3693,4,4,4,4,5,4,3,2,2,3,1,2,3,4,2,1,0,3,0,0,1,3,3
3694,4,4,4,1,2,721,3,5,4,3,1,2,3,4,3,1,0,3,0,0,1,0,3
3695,2,2,3,2,2,2,3,2,0,1,1,2,1,3,1,2,0,1,4,0,1,0,3
3696,2,2,4,1,1,2,2,1,0,1,0,0,1,0,4,1,0,1,0,0,2,1,1
3697,3,3,3,3,3,3,3,5,2,2,2,4,2,3,2,0,0,2,0,2,0,2,2
3698,3,3,3,3,5,3,3,1,2,2,2,2,2,4,2,2,0,2,2,0,1,2,2
3699,3,3,3,4,5,4,3,1,1,2,1,3,2,1,2,1,0,2,0,0,0,0,0
3700,4,4,3,3,5,5,3,5,3,3,2,1,3,1,3,0,0,3,0,0,1,1,1
3701,3,3,3,3,4,3,3,3,2,2,2,2,2,4,2,1,0,2,0,0,1,2,2
3702,4,4,4,4,3,4,4,5,3,3,3,3,3,4,3,3,0,3,3,0,1,3,3
3703,4,4,4,4,4,4,4,5,0,3,0,1,3,0,0,0,0,3,0,0,1,3,3
3704,3,3,3,1,3,2,3,3,3,2,3,3,2,1,3,3,0,2,0,0,2,2,2
3705,4,4,4,5,4,4,1,2,0,3,0,3,3,3,4,4,0,3,3,3,3,3,3
3706,4,4,3,3,5,3,3,1,3,3,1,2,3,1,1,1,0,3,0,0,3,3,3
3707,3,3,3,3,4,3,3,1,2,2,1,2,2,0,2,2,0,2,0,0,1,2,2
3708,4,4,4,4,4,4,4,2,3,3,4,1,3,3,3,4,0,3,3,0,3,3,3
3709,3,3,2,2,5,5,1,4,2,2,4,1,2,0,0,0,0,2,0,0,1,0,0
3710,1,1,3,3,1,1,1,1,4,0,0,2,0,1,0,0,0,0,0,0,0,2,0
3711,4,4,4,3,4,3,4,1,0,3,3,0,3,3,2,3,0,3,0,0,1,3,3
3712,5,5,1,2,5,2,1,5,4,4,4,4,4,2,4,4,0,4,0,0,1,0,4
3713,3,3,3,3,5,4,3,1,2,2,3,4,2,3,1,3,0,2,0,0,1,2,2
3714,4,4,3,3,5,5,4,5,3,3,3,4,3,1,3,3,0,3,0,0,1,3,3
3715,3,3,2,3,5,3,3,4,2,2,2,1,2,0,2,2,0,2,0,0,1,2,2
3716,3,3,3,3,4,3,3,4,2,2,1,1,2,0,4,1,0,2,0,0,1,2,2
3717,2,2,3,3,36,34,3,1,4,1,4,4,1,3,1,4,0,1,2,0,2,2,2
3718,2,2,3,1,4,2,1,5,0,1,4,1,1,0,4,4,0,1,2,0,1,1,0
3719,3,3,3,3,5,1,2,5,0,2,3,3,2,2,0,3,0,2,0,0,2,2,2
3720,3,3,3,3,5,1,1,4,3,2,3,4,2,2,3,3,0,2,0,0,0,0,0
3721,4,4,4,4,5,4,2,1,1,3,2,3,3,1,0,2,0,3,0,0,3,3,3
3722,4,4,4,2,5,4,4,4,3,3,2,3,3,2,3,3,0,3,0,0,1,3,3
3723,4,4,4,3,1,4,3,3,1,3,1,1,3,1,1,1,0,3,0,0,1,0,1
3724,4,4,3,3,1,3,4,2,0,3,4,3,3,3,0,0,0,3,0,0,3,3,3
3725,1,1,4,4,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3726,4,4,4,2,5,1,1,1,3,3,3,2,3,3,0,3,0,3,0,0,1,3,3
3727,4,4,4,4,4,2,2,1,4,3,1,3,3,1,4,1,0,3,0,0,1,2,1
3728,2,2,4,2,4,2,2,3,3,1,0,2,1,1,3,4,0,1,0,0,1,0,0
3729,3,3,3,3,3,2,1,1,1,2,1,2,2,0,1,1,0,2,0,0,1,2,2
3730,4,4,4,4,4,4,1,4,3,3,3,3,3,3,3,3,0,3,0,0,0,3,3
3731,2,2,4,5,5,2,3,3,1,1,1,0,1,1,1,0,0,1,0,0,0,0,2
3732,4,4,4,4,5,4,5,3,3,3,3,1,3,4,3,3,0,3,0,0,1,2,2
3733,2,2,4,2,3,2,2,1,3,1,1,1,1,2,1,1,0,1,0,0,1,2,1
3734,1,1,3,3,5,3,3,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0
3735,3,3,4,3,5,3,3,1,0,2,2,2,2,0,0,2,0,2,0,0,1,2,2
3736,4,4,4,1,5,4,3,4,1,3,3,3,3,0,1,3,0,3,0,0,1,3,3
3737,3,3,2,1,4,2,1,3,4,2,4,3,2,1,4,4,0,2,0,0,0,0,0
3738,3,3,4,4,5,5,3,3,2,2,2,3,2,2,2,2,0,2,0,0,1,0,0
3739,2,2,3,3,5,2,2,1,3,1,1,0,1,1,1,3,0,1,0,0,1,1,1
3740,2,2,2,1,1,2,1,1,4,1,0,1,1,2,1,2,0,1,0,0,1,1,1
3741,4,4,4,3,5,3,3,2,2,3,3,3,3,0,2,3,0,3,0,0,1,0,0
3742,3,3,3,3,3,2,2,5,2,2,4,1,2,3,2,4,0,2,0,0,1,0,2
3743,4,4,4,3,5,4,1,1,0,3,3,3,3,2,0,3,0,3,0,0,1,0,0
3744,3,3,1,3,4,5,3,1,4,2,4,2,2,2,4,4,0,2,0,0,1,0,2
3745,3,3,3,4,4,5,3,4,2,2,2,0,2,1,2,2,0,2,0,0,1,0,2
3746,3,3,3,3,3,3,3,1,3,2,3,3,2,3,3,3,0,2,0,0,1,2,2
3747,2,2,1,1,5,2,1,3,1,1,4,1,1,1,1,0,0,1,0,0,1,0,0
3748,4,4,4,5,1,4,1,4,1,3,4,3,3,0,3,4,0,3,0,0,1,0,0
3749,2,2,3,3,5,2,2,1,0,1,1,1,1,3,1,1,0,1,0,0,1,2,0
3750,2,2,3,3,4,2,3,2,0,1,0,1,1,0,3,1,0,1,0,0,1,2,2
3751,2,2,2,3,5,3,2,1,0,1,0,0,1,1,2,0,0,1,0,0,1,1,4
3752,2,2,2,2,5,2,2,4,1,1,1,1,1,0,1,1,0,1,0,0,1,2,1
3753,5,5,3,5,5,5,4,1,4,4,4,4,4,2,4,4,0,4,0,0,1,3,4
3754,3,3,3,3,5,3,2,4,2,2,1,1,2,0,2,1,0,2,0,0,1,2,2
3755,2,2,2,3,4,2,1,4,3,1,1,1,1,4,1,1,0,1,0,0,1,0,0
3756,2,2,2,2,5,2,1,3,1,1,1,4,1,0,1,0,0,1,0,0,3,0,0
3757,4,4,4,1,4,4,4,1,0,3,3,0,3,2,0,3,0,3,0,0,0,3,3
3758,4,4,3,4,5,4,5,2,1,3,2,0,3,4,1,2,0,3,0,0,1,2,0
3759,4,4,4,4,4,4,4,5,3,3,3,3,3,3,3,3,0,3,0,0,1,3,3
3760,4,4,3,3,5,2,5,5,3,3,1,2,3,2,3,3,0,3,0,0,1,0,3
3761,2,2,2,3,5,4,3,1,0,1,4,2,1,3,0,1,0,1,0,0,1,1,1
3762,3,3,3,3,4,3,2,2,1,2,4,2,2,2,2,0,0,2,0,0,1,2,2
3763,4,4,4,1,5,4,4,4,3,3,3,3,3,2,2,3,0,3,0,0,1,2,3
3764,3,3,3,3,3,1,1,3,2,2,2,2,2,4,2,2,3,2,0,0,1,0,0
3765,4,4,4,4,5,2,4,1,0,3,1,2,3,4,0,1,0,3,0,0,2,3,3
3766,4,4,1,3,4,2,1,3,2,3,4,1,3,1,2,3,0,3,0,0,1,2,0
3767,4,4,4,4,4,4,4,5,0,3,1,1,3,4,0,1,0,3,0,3,1,3,3
3768,1,1,1,2,5,1,1,2,3,0,2,3,0,4,4,0,0,0,3,0,0,0,0
3769,5,5,4,3,5,4,4,5,4,4,4,1,4,4,4,4,0,4,0,0,1,0,3
3770,2,2,4,5,4,4,1,2,3,1,3,0,1,0,4,4,0,1,0,0,1,3,1
3771,2,2,4,4,5,2,1,3,2,1,3,3,1,2,2,3,0,1,0,0,1,0,0
3772,4,4,4,4,4,4,2,3,3,3,3,3,3,2,0,3,0,3,0,0,1,3,0
3773,2,2,2,2,5,2,5,4,1,1,1,0,1,4,1,1,1,1,0,0,1,1,1
3774,4,4,1,4,5,4,4,4,0,3,3,3,3,1,0,3,0,3,3,0,1,3,3
3775,4,4,4,4,5,5,5,2,3,3,1,2,3,4,3,1,0,3,0,4,1,4,4
3776,4,4,4,2,5,1,2,2,0,3,0,0,3,1,0,0,0,3,0,0,1,0,0
3777,2,2,4,2,4,2,3,5,0,1,3,0,1,0,2,1,0,1,0,0,1,0,0
3778,3,3,3,3,4,1,1,4,4,2,4,2,2,1,4,4,0,2,0,0,1,3,0
3779,3,3,3,3,3,3,4,3,3,2,3,2,2,1,4,3,0,2,2,2,1,2,2
3780,5,5,5,2,4,5,4,4,3,4,4,4,4,0,3,3,0,4,4,0,1,3,1
3781,4,4,3,-1,5,23,2,1,3,3,1,3,3,3,3,4,1,3,1,0,1,1,1
3782,5,5,5,3,5,3,2,5,1,4,2,1,4,2,0,4,0,4,2,2,3,4,4
3783,4,4,4,4,4,4,1,3,1,3,1,4,3,3,3,1,0,3,0,4,1,3,4
3784,1,1,1,3,2,1,2,5,3,0,2,0,0,2,2,2,0,0,0,0,1,0,0
3785,3,3,3,3,5,3,3,1,4,2,3,2,2,3,4,4,0,2,0,0,1,2,2
3786,3,3,3,3,3,2,3,3,3,2,2,2,2,4,1,1,0,2,0,0,1,2,2
3787,3,3,3,1,1,3,3,4,2,2,2,2,2,1,2,2,0,2,0,0,2,2,2
3788,2,2,2,5,5,2,1,2,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1
3789,4,4,3,3,4,2,4,3,4,3,4,0,3,2,4,4,0,3,0,0,1,3,3
3790,4,4,4,3,4,4,4,2,3,3,3,4,3,2,3,3,0,3,0,0,1,2,3
3791,2,2,2,-1,5,5,2,1,4,1,1,3,1,1,4,4,0,1,0,1,1,0,1
3792,4,4,4,2,1,4,2,5,4,3,2,4,3,1,4,2,0,3,0,0,1,0,0
3793,2,2,2,5,5,5,3,4,0,1,1,3,1,1,0,1,0,1,0,0,1,0,4
3794,4,4,4,4,5,5,3,4,3,3,3,3,3,0,3,3,0,3,0,0,1,3,3
3795,3,3,3,4,5,3,3,1,1,2,3,0,2,1,1,3,0,2,0,2,1,2,2
3796,4,4,4,4,5,4,1,5,1,3,4,1,3,3,2,4,0,3,0,3,1,3,3
3797,5,5,2,3,5,5,3,5,4,4,3,4,4,2,4,0,0,4,0,0,1,0,2
3798,5,5,35,3,5,34,2,3,2,4,4,0,4,2,2,4,0,4,2,0,2,2,0
3799,3,3,3,3,4,3,3,4,0,2,2,2,2,1,0,3,0,2,0,0,2,2,2
3800,3,3,4,3,5,3,2,3,2,2,0,1,2,0,4,3,0,2,0,0,1,2,2
3801,2,2,2,5,5,2,2,4,2,1,3,2,1,0,1,3,0,1,0,0,3,3,3
3802,3,3,4,4,5,4,4,3,3,2,0,3,2,3,3,2,0,2,0,0,2,2,2
3803,4,4,4,2,1,1,3,4,3,3,0,1,3,4,3,4,0,3,0,0,1,0,0
3804,5,5,4,4,5,2,5,5,4,4,4,4,4,4,4,4,0,4,0,0,1,0,4
3805,4,4,4,4,4,4,4,5,1,3,1,3,3,3,1,1,0,3,0,3,1,3,3
3806,3,3,3,4,4,4,1,5,4,2,4,1,2,1,0,4,0,2,0,0,0,3,3
3807,3,3,4,2,4,2,3,5,2,2,2,2,2,2,2,2,0,2,0,0,1,2,2
3808,4,4,4,3,4,4,4,4,3,3,3,0,3,1,3,3,0,3,0,0,1,3,3
3809,2,2,4,5,4,2,3,1,4,1,4,0,1,2,0,0,1,1,0,0,1,0,1
3810,3,3,1,4,4,3,2,4,2,2,2,1,2,0,2,2,0,2,0,0,1,2,2
3811,4,4,3,3,5,3,2,4,3,3,0,3,3,3,1,0,0,3,2,0,1,2,2
3812,5,5,3,3,5,3,2,4,0,4,2,3,4,3,2,2,0,4,2,0,1,0,2
3813,3,3,4,5,5,3,3,3,3,2,2,4,2,3,2,2,0,2,0,0,1,2,2
3814,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,0,4,0,0,1,4,4
3815,3,3,3,3,5,3,1,1,4,2,4,2,2,3,4,4,0,2,0,0,1,2,0
3816,4,4,1,5,4,3,4,3,3,3,3,3,3,1,3,1,0,3,0,0,2,3,3
3817,5,5,4,5,2,5,5,5,3,4,3,4,4,3,4,1,0,4,0,0,2,3,4
3818,3,3,3,3,3,3,3,4,4,2,4,2,2,2,4,2,0,2,0,0,0,2,2
3819,2,2,4,4,1,2,1,2,0,1,1,0,1,3,2,1,0,1,0,0,2,2,0
3820,3,3,3,3,5,1,4,4,3,2,3,4,2,0,1,1,0,2,0,0,2,0,0
3821,5,5,3,3,5,3,1,5,1,4,0,2,4,1,0,0,0,4,0,0,1,0,4
3822,3,3,3,3,3,4,3,5,1,2,1,1,2,1,4,0,0,2,0,0,0,2,2
3823,4,4,4,4,4,4,4,5,0,3,3,2,3,3,0,2,0,3,0,3,1,3,3
3824,3,3,3,3,3,3,3,2,4,2,2,3,2,2,4,3,0,2,2,0,1,2,2
3825,4,4,4,4,2,5,4,5,2,3,0,3,3,4,3,2,0,3,1,0,3,3,3
3826,5,5,4,5,5,5,5,1,4,4,4,4,4,4,4,4,0,4,0,0,4,4,4
3827,3,3,3,3,5,3,3,5,2,2,3,3,2,3,2,3,0,2,0,0,1,2,2
3828,1,1,2,3,4,1,1,1,1,0,0,0,0,4,1,3,0,0,0,0,1,0,0
3829,4,4,4,1,5,1,5,1,3,3,3,3,3,0,1,3,0,3,0,0,1,3,3
3830,3,3,4,2,4,2,3,1,2,2,3,3,2,2,2,2,0,2,0,0,0,2,2
3831,2,2,2,3,5,2,3,4,1,1,3,4,1,3,4,3,0,1,0,0,1,1,1
3832,3,3,2,2,4,2,4,1,0,2,2,0,2,4,0,0,0,2,1,0,1,2,2
3833,3,3,3,1,3,3,3,3,2,2,2,2,2,3,2,2,0,2,0,0,1,2,2
3834,5,5,2,3,4,2,5,5,4,4,4,4,4,2,4,4,0,4,0,0,1,4,4
3835,3,3,3,5,5,3,3,3,2,2,2,2,2,2,2,2,0,2,2,0,1,2,2
3836,3,3,3,3,5,3,2,2,2,2,2,3,2,1,0,1,0,2,0,0,1,2,1
3837,4,4,4,3,4,4,4,2,2,3,3,4,3,2,3,3,0,3,3,3,1,3,3
3838,4,4,4,4,5,1,2,4,4,3,0,1,3,1,4,0,0,3,0,0,1,0,4
3839,1,1,4,5,2,3,1,4,0,0,3,1,0,1,0,3,0,0,0,1,0,0,0
3840,4,4,4,2,2,2,4,1,3,3,3,4,3,0,3,3,0,3,3,0,3,3,3
3841,3,3,4,4,4,1,3,2,0,2,0,0,2,0,0,0,0,2,0,0,1,0,0
3842,3,3,3,3,5,3,3,2,2,2,0,1,2,3,2,1,0,2,0,0,1,2,2
3843,3,3,3,3,1,3,1,5,2,2,2,4,2,0,2,2,0,2,0,0,1,0,0
3844,4,4,4,4,4,2,5,1,3,3,3,3,3,3,3,3,0,3,0,0,1,1,1
3845,2,2,2,3,1,5,7,3,1,1,0,0,1,3,1,0,0,1,0,0,1,0,0
3846,5,5,4,4,4,5,3,3,4,4,2,4,4,0,4,4,0,4,0,0,1,1,0
3847,3,3,3,3,3,3,3,4,4,2,3,3,2,0,3,3,0,2,2,0,1,4,4
3848,4,4,2,5,5,4,4,3,0,3,4,4,3,3,0,2,0,3,0,0,3,3,3
3849,1,1,2,5,4,1,1,2,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0
3850,3,3,3,3,5,30,2,2,0,2,3,2,2,4,0,3,1,2,1,0,1,1,0
3851,4,4,4,4,177,4,4,1,3,3,3,3,3,1,0,3,2,3,0,0,0,3,0
3852,2,2,2,2,177,3,1,1,2,1,2,2,1,2,2,2,0,1,0,0,1,0,0
3853,3,3,2,2,177,3,3,1,4,2,4,0,2,2,3,4,2,2,0,0,1,0,1
3854,5,5,4,5,1,5,4,1,4,4,1,3,4,3,4,4,2,4,0,4,1,2,4
3855,3,3,3,2,1,3,4,2,3,2,2,2,2,2,3,2,0,2,0,0,0,1,2
3856,2,2,4,2,5,2,3,4,2,1,0,1,1,2,0,0,0,1,0,0,1,0,1
3857,5,5,3,2,5,5,3,2,3,4,4,2,4,3,2,4,0,4,2,0,1,0,0
3858,3,3,3,5,5,3,3,3,2,2,2,2,2,2,2,2,0,2,0,2,0,2,2
3859,3,3,3,3,4,3,2,5,2,2,2,1,2,4,2,1,0,2,0,0,1,4,0
3860,3,3,3,3,5,3,3,3,1,2,4,1,2,4,1,4,0,2,0,0,1,2,0
3861,4,4,2,2,4,2,3,2,3,3,3,1,3,0,3,3,0,3,0,0,1,0,0
3862,4,4,4,5,4,4,4,4,3,3,3,3,3,4,3,3,0,3,0,0,1,3,3
3863,1,1,4,2,5,2,2,1,0,0,4,0,0,0,0,4,0,0,0,0,1,0,0
3864,5,5,3,4,5,3,4,3,4,4,4,2,4,4,4,4,0,4,0,0,1,4,4
3865,3,3,3,3,4,2,5,5,0,2,0,2,2,4,0,0,0,2,0,0,1,2,2
3866,3,3,3,1,5,3,2,4,2,2,2,3,2,2,1,1,0,2,0,0,1,2,1
3867,3,3,3,3,4,1,3,1,2,2,2,0,2,4,0,2,0,2,0,0,1,2,0
3868,2,2,4,3,5,2,1,5,1,1,1,0,1,2,1,1,0,1,2,0,1,0,4
3869,1,1,4,3,5,4,1,2,3,0,3,4,0,1,3,3,0,0,0,0,1,1,0
3870,2,2,2,2,2,5,3,2,1,1,1,4,1,1,1,1,0,1,0,0,1,1,1
3871,4,4,4,3,4,3,4,4,3,3,3,3,3,3,3,3,0,3,0,0,1,3,0
3872,1,1,4,3,1,5,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3873,4,4,3,3,1,5,1,2,0,3,0,1,3,4,0,0,0,3,0,0,1,3,0
3874,4,4,4,4,5,4,1,2,3,3,3,1,3,0,3,3,0,3,3,0,1,3,3
3875,3,3,3,3,5,3,1,2,1,2,2,2,2,2,1,2,0,2,0,0,1,2,2
3876,5,5,4,2,1,5,1,4,1,4,1,4,4,4,0,1,0,4,0,0,0,0,0
3877,5,5,5,4,1,5,2,3,0,4,2,1,4,2,0,2,0,4,0,0,1,4,4
3878,2,2,2,2,5,2,4,4,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0
3879,3,3,3,3,5,3,1,5,0,2,2,2,2,0,0,2,0,2,0,0,1,2,2
3880,4,4,4,4,4,4,4,3,0,3,3,1,3,3,0,0,0,3,0,3,1,3,3
3881,4,4,4,4,4,4,4,4,1,3,3,2,3,3,4,4,0,3,0,3,1,3,3
3882,2,2,3,3,3,2,2,1,4,1,4,1,1,4,4,1,2,1,0,0,2,1,1
3883,3,3,4,4,5,1,5,2,1,2,4,1,2,1,3,0,0,2,0,0,1,0,0
3884,3,3,2,3,2,1,2,1,2,2,2,3,2,3,2,2,0,2,0,0,0,1,0
3885,1,1,1,1,5,2,1,2,1,0,1,0,0,1,1,1,1,0,2,0,1,0,0
3886,3,3,3,1,5,3,1,4,3,2,3,3,2,2,3,3,3,2,0,0,1,2,2
3887,1,1,3,1,1,3,3,3,4,0,3,4,0,4,4,4,0,0,0,0,2,2,0
3888,1,1,4,2,4,3,2,4,2,0,2,0,0,2,4,4,0,0,0,0,1,1,1
3889,2,2,2,2,5,2,2,4,1,1,0,0,1,3,2,2,0,1,0,0,1,3,1
3890,4,4,3,3,5,22,3,3,2,3,4,4,3,2,2,2,0,3,1,0,1,1,2
3891,3,3,2,2,1,3,4,1,2,2,3,3,2,4,3,2,0,2,0,0,2,2,1
3892,3,3,4,4,5,2,2,3,2,2,2,1,2,1,2,0,0,2,0,0,0,1,2
3893,3,3,3,4,4,1,4,2,0,2,0,0,2,1,0,0,0,2,0,0,1,3,0
3894,3,3,3,3,3,3,3,3,4,2,4,1,2,2,4,4,0,2,0,0,1,2,2
3895,2,2,3,4,5,1,1,2,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0
3896,3,3,3,5,5,5,1,3,4,2,0,4,2,2,4,0,0,2,0,0,1,2,2
3897,3,3,3,3,3,1,3,3,0,2,0,2,2,1,0,0,0,2,0,0,1,0,0
3898,1,1,2,2,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3899,2,2,4,3,4,3,1,2,0,1,0,2,1,0,1,0,0,1,0,0,0,0,0
3900,1,1,2,2,1,2,1,2,2,0,0,3,0,1,0,0,1,0,1,0,0,0,0
3901,5,5,3,2,5,3,4,5,0,4,4,1,4,3,0,4,0,4,0,0,1,2,3
3902,2,2,2,2,5,2,2,2,0,1,2,1,1,2,0,2,0,1,0,0,4,4,4
3903,4,4,4,4,1,4,4,5,4,3,4,4,3,3,4,4,0,3,3,0,1,3,0
3904,1,1,4,1,5,4,2,1,0,0,0,3,0,4,0,0,0,0,0,0,1,0,0
3905,2,2,2,2,4,2,6,1,0,1,0,4,1,3,0,3,0,1,0,0,1,0,1
3906,2,2,2,2,5,2,1,5,1,1,0,4,1,1,1,0,0,1,0,1,1,1,1
3907,4,4,4,4,4,4,2,4,1,3,4,4,3,3,3,3,0,3,0,0,1,3,3
3908,3,3,3,1,5,3,3,1,2,2,2,3,2,2,1,2,0,2,0,0,1,2,2
3909,4,4,3,5,5,2,2,5,3,3,3,3,3,2,3,3,0,3,0,0,1,2,2
3910,1,1,1,1,1,1,2,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0
3911,1,1,2,1,4,1,2,2,2,0,0,4,0,4,3,4,0,0,0,0,1,3,0
3912,5,5,4,3,5,3,5,5,3,4,3,2,4,0,3,3,0,4,0,0,1,2,4
3913,4,4,3,3,4,3,4,1,3,3,3,3,3,3,3,3,0,3,0,0,1,3,3
3914,5,5,4,2,2,2,1,3,1,4,1,1,4,2,1,4,0,4,0,0,1,0,2
3915,5,5,3,3,5,2,1,1,0,4,1,4,4,3,0,1,0,4,0,0,1,0,0
3916,3,3,4,3,5,2,3,3,4,2,2,1,2,3,2,1,0,2,0,0,0,2,2
3917,5,5,2,3,5,2,4,4,4,4,1,1,4,2,4,4,0,4,0,0,1,0,0
3918,5,5,2,3,4,1,3,3,2,4,2,0,4,4,2,2,0,4,3,0,1,0,0
3919,4,4,4,3,3,3,4,4,4,3,3,3,3,1,4,3,0,3,0,0,1,2,3
3920,3,3,4,5,5,3,3,5,2,2,2,1,2,2,2,2,0,2,0,0,1,2,2
3921,4,4,4,3,3,5,4,5,4,3,4,3,3,1,4,4,0,3,0,0,0,3,3
3922,2,2,4,1,5,2,1,2,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1
3923,4,4,4,4,4,4,2,1,2,3,3,3,3,2,3,3,0,3,0,0,1,3,3
3924,3,3,3,3,2,3,3,5,4,2,2,2,2,1,2,2,0,2,0,0,1,2,2
3925,3,3,4,3,1,2,1,3,2,2,2,2,2,0,2,2,0,2,0,0,1,0,0
3926,2,2,3,2,5,1,4,1,2,1,4,2,1,0,2,1,0,1,0,0,0,0,0
3927,4,4,4,4,4,4,4,3,3,3,2,4,3,4,3,3,0,3,4,3,1,3,3
3928,5,5,2,5,2,5,3,3,4,4,4,0,4,1,4,4,0,4,0,0,1,0,0
3929,5,5,3,3,2,3,3,4,4,4,4,1,4,4,4,4,0,4,0,0,1,0,4
3930,4,4,4,4,5,4,4,2,3,3,3,4,3,0,3,3,0,3,0,0,1,2,3
3931,3,3,4,3,5,3,2,2,0,2,4,1,2,2,1,0,0,2,0,0,1,2,0
3932,4,4,4,-1,4,4,3,2,3,3,2,3,3,0,3,2,0,3,3,0,1,3,3
3933,4,4,3,3,1,5,3,5,0,3,0,0,3,1,0,4,0,3,0,0,1,0,0
3934,3,3,3,3,4,3,1,3,2,2,4,4,2,0,2,3,0,2,0,0,1,0,2
3935,3,3,3,3,5,3,3,2,2,2,2,2,2,4,2,2,0,2,0,0,1,2,2
3936,4,4,4,4,5,4,4,3,2,3,1,3,3,0,3,1,1,3,0,0,1,3,3
3937,3,3,3,3,5,3,3,4,1,2,2,4,2,1,1,3,0,2,0,0,1,2,2
3938,4,4,4,3,5,1,5,2,3,3,3,0,3,4,3,3,0,3,0,0,1,0,2
3939,2,2,4,1,5,2,2,2,4,1,1,4,1,0,2,1,0,1,0,0,2,2,1
3940,3,3,4,5,4,3,3,4,3,2,3,1,2,4,3,4,0,2,0,0,1,2,2
3941,4,4,2,4,2,1,1,4,4,3,0,0,3,3,3,0,0,3,0,0,1,0,3
3942,4,4,3,3,4,3,4,4,3,3,0,2,3,0,3,4,0,3,0,0,1,3,3
3943,4,4,2,2,5,55,1,3,1,3,1,3,3,3,0,1,0,3,0,0,1,0,0
3944,3,3,2,3,1,4,3,1,4,2,1,0,2,1,0,0,0,2,3,0,2,0,0
3945,3,3,4,3,4,3,3,4,3,2,1,0,2,2,3,1,0,2,0,0,1,2,2
3946,3,3,3,2,4,3,4,3,3,2,3,1,2,3,3,3,0,2,0,0,1,0,0
3947,3,3,3,3,3,3,3,5,1,2,1,2,2,3,1,1,0,2,2,0,1,2,2
3948,5,5,3,3,5,5,3,5,0,4,2,4,4,3,4,2,0,4,0,0,1,2,0
3949,3,3,3,3,4,4,1,1,4,2,4,0,2,4,4,4,0,2,0,0,1,2,1
3950,5,5,4,5,5,3,5,2,3,4,4,2,4,2,3,4,0,4,0,0,1,2,0
3951,3,3,4,2,4,4,4,4,4,2,0,3,2,4,4,1,0,2,0,0,1,0,0
3952,3,3,2,2,4,2,2,1,0,2,0,2,2,1,0,2,0,2,0,0,1,1,0
3953,3,3,4,3,5,2,3,5,4,2,4,1,2,1,4,4,0,2,0,0,1,0,0
3954,3,3,3,3,3,3,3,2,1,2,2,2,2,4,1,2,0,2,0,0,1,2,2
3955,4,4,4,4,5,3,3,3,1,3,4,4,3,0,0,4,0,3,0,0,2,2,1
